id,name,type,test_type_codes,test_type_labels,job_family,job_levels,industry,remote_testing,adaptive_irt,duration_minutes,description,languages,url,use_cases,keywords,job_family_id,job_level_ids,sub_industry_ids,skill_ids,cognitive_domain_ids,ucf_competency_cluster_ids,delivery_proctoring_id,delivery_bandwidth_id,delivery_device_ids,accessibility_flags,confidence_score,confidence_band,schema_version,effective_from,valid_until,lifecycle_status,gdpr_compliant,bias_audit_required,right_to_explanation
26,Contact Center Customer Service + 8.0,Pre-packaged Job Solution,"A,B,C,P,S",Ability & Aptitude | Biodata & Situational Judgement | Competencies | Personality & Behavior | Simulations,Contact Center,Entry-Level | Graduate | Manager,Telecommunications,True,False,,"Contact Center Customer Service + 8.0 is a pre-packaged SHL assessment solution designed for Contact Center hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Competencies to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | English International | French | German | Spanish | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Latin American Spanish | English (South Africa),https://www.shl.com/products/product-catalog/view/contact-center-customer-service-8-0/,Talent Acquisition,contact center customer service + 8.0 | ability & aptitude | biodata & situational judgement | competencies | personality & behavior | simulations | contact center | contact | center | customer,JF_CC_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,IND_TEL_MOB_001|IND_TEL_FIX_001,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001|SKL_SOFT_TMG_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001|COG_WMM_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.88,HIGH,2.0,2026-03-01,,active,True,True,True
27,Contact Center Customer Service 8.0,Pre-packaged Job Solution,"S,B,C,P",Simulations | Biodata & Situational Judgement | Competencies | Personality & Behavior,Contact Center,Entry-Level | Graduate | Manager,Telecommunications,True,False,,"Contact Center Customer Service 8.0 is a pre-packaged SHL assessment solution designed for Contact Center hiring. It combines Simulations and Biodata & Situational Judgement and Competencies to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | English International | French | German | Spanish | Japanese | Portuguese | Portuguese (Brazil) | Latin American Spanish | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/contact-center-customer-service-8-0-4269/,Talent Acquisition,contact center customer service 8.0 | simulations | biodata & situational judgement | competencies | personality & behavior | contact center | contact | center | customer | service,JF_CC_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,IND_TEL_MOB_001|IND_TEL_FIX_001,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001|SKL_SOFT_TMG_001,COG_CRT_001|COG_WMM_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.88,HIGH,2.0,2026-03-01,,active,True,True,True
28,Contact Center Manager - Short Form,Pre-packaged Job Solution,"A,B,P,S",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior | Simulations,Contact Center,Front Line Manager | Graduate | Manager | Supervisor,Telecommunications,True,False,30.0,"Contact Center Manager - Short Form is a pre-packaged SHL assessment solution designed for Contact Center hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Front Line Manager, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/contact-center-manager-short-form/,Talent Acquisition,contact center manager - short form | ability & aptitude | biodata & situational judgement | personality & behavior | simulations | contact center | contact | center | manager | short,JF_CC_001,JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_SUP_001,IND_TEL_MOB_001|IND_TEL_FIX_001,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001|SKL_SOFT_TMG_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001|COG_WMM_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.9,HIGH,2.0,2026-03-01,,active,True,True,True
29,Contact Center Sales & Service + 8.0,Pre-packaged Job Solution,"P,B,C,A,S",Personality & Behavior | Biodata & Situational Judgement | Competencies | Ability & Aptitude | Simulations,Contact Center,Entry-Level | Graduate | Manager,Telecommunications,True,False,,"Contact Center Sales & Service + 8.0 is a pre-packaged SHL assessment solution designed for Contact Center hiring. It combines Personality & Behavior and Biodata & Situational Judgement and Competencies to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/contact-center-sales-and-service-8-0/,Talent Acquisition,contact center sales & service + 8.0 | personality & behavior | biodata & situational judgement | competencies | ability & aptitude | simulations | contact center | contact | center | sales,JF_CC_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,IND_TEL_MOB_001|IND_TEL_FIX_001,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001|SKL_SOFT_TMG_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001|COG_WMM_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
30,Contact Center Sales & Service 8.0,Pre-packaged Job Solution,"S,B,C,P",Simulations | Biodata & Situational Judgement | Competencies | Personality & Behavior,Contact Center,Entry-Level | Graduate | Manager,Telecommunications,True,False,,"Contact Center Sales & Service 8.0 is a pre-packaged SHL assessment solution designed for Contact Center hiring. It combines Simulations and Biodata & Situational Judgement and Competencies to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/contact-center-sales-and-service-8-0-4268/,Talent Acquisition,contact center sales & service 8.0 | simulations | biodata & situational judgement | competencies | personality & behavior | contact center | contact | center | sales | service,JF_CC_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,IND_TEL_MOB_001|IND_TEL_FIX_001,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001|SKL_SOFT_TMG_001,COG_CRT_001|COG_WMM_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
31,Contact Center Team Lead/Coach - Short Form,Pre-packaged Job Solution,"A,B,P,S",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior | Simulations,Contact Center,Front Line Manager | Graduate | Manager | Professional Individual Contributor | Supervisor,Telecommunications,True,False,30.0,"Contact Center Team Lead/Coach - Short Form is a pre-packaged SHL assessment solution designed for Contact Center hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Front Line Manager, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/contact-center-team-leadcoach-short-form/,Talent Acquisition,contact center team lead/coach - short form | ability & aptitude | biodata & situational judgement | personality & behavior | simulations | contact center | contact | center | team | lead,JF_CC_001,JL_FLM_001|JL_GRD_001|JL_MGR_001|JL_PIC_001|JL_SUP_001,IND_TEL_MOB_001|IND_TEL_FIX_001,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001|SKL_SOFT_TMG_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001|COG_WMM_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.9,HIGH,2.0,2026-03-01,,active,True,True,True
32,Contact Centre Agent Solution - UK,Pre-packaged Job Solution,"A,B,P,S",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior | Simulations,Business,Entry-Level | Graduate | Manager,,True,False,40.0,"Contact Centre Agent Solution - UK is a pre-packaged SHL assessment solution designed for Business hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/contact-centre-agent-solution-uk/,Talent Acquisition,contact centre agent solution - uk | ability & aptitude | biodata & situational judgement | personality & behavior | simulations | business | contact | centre | agent | solution,JF_BUS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001|COG_WMM_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_HGH_001,DEV_DTP_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.82,MEDIUM,2.0,2026-03-01,,active,True,True,True
33,Customer Service - Short Form,Pre-packaged Job Solution,"A,B,P",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior,Contact Center,Entry-Level | Graduate | Manager,,True,False,30.0,"Customer Service - Short Form is a pre-packaged SHL assessment solution designed for Contact Center hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/customer-service-short-form/,Talent Acquisition,customer service - short form | ability & aptitude | biodata & situational judgement | personality & behavior | contact center | customer | service | short | form,JF_CC_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001|SKL_SOFT_TMG_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.82,MEDIUM,2.0,2026-03-01,,active,True,True,True
34,Customer Service - Short Form - UK,Pre-packaged Job Solution,"A,B,P",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior,Contact Center,Entry-Level | Graduate | Manager,,True,False,30.0,"Customer Service - Short Form - UK is a pre-packaged SHL assessment solution designed for Contact Center hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English International | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/customer-service-short-form-uk/,Talent Acquisition,customer service - short form - uk | ability & aptitude | biodata & situational judgement | personality & behavior | contact center | customer | service | short | form,JF_CC_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001|SKL_SOFT_TMG_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.82,MEDIUM,2.0,2026-03-01,,active,True,True,True
35,Customer Service with Sales - Short Form,Pre-packaged Job Solution,"A,B,P",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior,Contact Center,Entry-Level | Graduate | Manager,,True,False,30.0,"Customer Service with Sales - Short Form is a pre-packaged SHL assessment solution designed for Contact Center hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/customer-service-with-sales-short-form/,Talent Acquisition,customer service with sales - short form | ability & aptitude | biodata & situational judgement | personality & behavior | contact center | customer | service | with | sales | short,JF_CC_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001|SKL_SOFT_TMG_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.82,MEDIUM,2.0,2026-03-01,,active,True,True,True
36,Director - Short Form,Pre-packaged Job Solution,"A,B,P",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior,Business,Director | Graduate | Manager,,True,False,30.0,"Director - Short Form is a pre-packaged SHL assessment solution designed for Business hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Director, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/director-short-form/,Talent Acquisition,director - short form | ability & aptitude | biodata & situational judgement | personality & behavior | business | director | short | form,JF_BUS_001,JL_DIR_001|JL_GRD_001|JL_MGR_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.82,MEDIUM,2.0,2026-03-01,,active,True,True,True
37,District/Regional Manager Solution,Pre-packaged Job Solution,"A,B,P",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior,Business,Director | Graduate | Manager,,True,False,40.0,"District/Regional Manager Solution is a pre-packaged SHL assessment solution designed for Business hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Director, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/districtregional-manager-solution/,Talent Acquisition,district/regional manager solution | ability & aptitude | biodata & situational judgement | personality & behavior | business | district | regional | manager | solution,JF_BUS_001,JL_DIR_001|JL_GRD_001|JL_MGR_001,,SKL_BUS_FIN_001|SKL_BUS_STR_001|SKL_SOFT_CRT_001|SKL_BUS_OPS_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_AI_001|CL_OE_001|CL_LD_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.82,MEDIUM,2.0,2026-03-01,,active,True,True,True
38,Entry Level Cashier 7.1 (Americas),Pre-packaged Job Solution,"B,P,A",Biodata & Situational Judgement | Personality & Behavior | Ability & Aptitude,Customer Service,Entry-Level | Graduate | Manager,Retail,True,False,,"Entry Level Cashier 7.1 (Americas) is a pre-packaged SHL assessment solution designed for Customer Service hiring. It combines Biodata & Situational Judgement and Personality & Behavior and Ability & Aptitude to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | English International | French | Spanish | Japanese | Latin American Spanish | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/entry-level-cashier-7-1-%28americas%29/,Talent Acquisition,entry level cashier 7.1 (americas) | biodata & situational judgement | personality & behavior | ability & aptitude | customer service | entry | level | cashier | americas,JF_CS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,IND_RET_GEN_001|IND_RET_ECM_001,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.88,HIGH,2.0,2026-03-01,,active,True,True,True
39,Entry Level Cashier 7.1 (International),Pre-packaged Job Solution,"A,B,P",Ability & Aptitude | Biodata & Situational Judgement | Personality & Behavior,Customer Service,Entry-Level | Graduate | Manager,Retail,True,False,,"Entry Level Cashier 7.1 (International) is a pre-packaged SHL assessment solution designed for Customer Service hiring. It combines Ability & Aptitude and Biodata & Situational Judgement and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | Japanese | English (South Africa),https://www.shl.com/products/product-catalog/view/entry-level-cashier-7-1-%28international%29/,Talent Acquisition,entry level cashier 7.1 (international) | ability & aptitude | biodata & situational judgement | personality & behavior | customer service | entry | level | cashier | international,JF_CS_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,IND_RET_GEN_001|IND_RET_ECM_001,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001,COG_ABS_001|COG_CRT_001|COG_IND_001|COG_NUM_001|COG_VRB_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.83,MEDIUM,2.0,2026-03-01,,active,True,True,True
40,Entry Level Customer Service 7.1 (Americas),Pre-packaged Job Solution,"C,P",Competencies | Personality & Behavior,Contact Center,Entry-Level | Graduate | Manager,,True,False,,"Entry Level Customer Service 7.1 (Americas) is a pre-packaged SHL assessment solution designed for Contact Center hiring. It combines Competencies and Personality & Behavior to provide a comprehensive evaluation of candidate suitability for Entry-Level, Graduate roles.",English (USA) | English International | French | German | Spanish | Dutch | Arabic | Chinese Simplified | Japanese | Portuguese | Portuguese (Brazil) | Italian | Swedish | Norwegian | Danish | Finnish | Latin American Spanish | French (Canada) | English (South Africa),https://www.shl.com/products/product-catalog/view/entry-level-customer-service-7-1-%28americas%29/,Talent Acquisition,entry level customer service 7.1 (americas) | competencies | personality & behavior | contact center | entry | level | customer | service | americas,JF_CC_001,JL_ENT_001|JL_GRD_001|JL_MGR_001,,SKL_SOFT_COM_001|SKL_SOFT_EMP_001|SKL_SOFT_ADP_001|SKL_SOFT_TMG_001,COG_CRT_001,CL_SC_001|CL_IP_001|CL_AC_001,PRO_NON_001,BW_MED_001,DEV_DTP_001|DEV_MOB_001|DEV_TAB_001,ACC_STD_001|ACC_W3C_001,0.8,MEDIUM,2.0,2026-03-01,,active,True,True,True
